customer_id,name,age,age_group,gender,loyalty_tier
CUST_468,Kavindi Fernando,49,46-60,Female,Platinum
CUST_469,Tharushi Gunawardena,46,46-60,Female,Bronze
CUST_470,Nimal Wickramasinghe,20,18-25,Male,Bronze
CUST_471,Nilanthi Silva,57,46-60,Female,Platinum
CUST_472,Rohan Jayawardena,51,46-60,Male,Gold
CUST_473,Kavindi Wickramasinghe,57,46-60,Female,Gold
CUST_474,Saman Perera,44,35-45,Male,Bronze
CUST_475,Priyanka Gunawardena,30,26-34,Female,Platinum
CUST_476,Tharindu Fernando,50,46-60,Male,Bronze
CUST_477,Priyanka Ratnayake,23,18-25,Female,Silver
CUST_478,Duminda Perera,41,35-45,Male,Gold
CUST_479,Anula Ratnayake,36,35-45,Female,Silver
CUST_480,Saman Fernando,33,26-34,Male,Gold
CUST_481,Tharindu Perera,57,46-60,Male,Bronze
CUST_482,Duminda Jayawardena,45,35-45,Male,Silver
CUST_483,Tharushi Silva,50,46-60,Female,Platinum
CUST_484,Kasun Ratnayake,58,46-60,Male,Platinum
CUST_485,Nilanthi Silva,30,26-34,Female,Gold
CUST_486,Arjuna Gunawardena,60,46-60,Male,Gold
CUST_487,Tharushi Ratnayake,42,35-45,Female,Bronze
CUST_488,Tharindu Wickramasinghe,59,46-60,Male,Bronze
CUST_489,Priyanka Ratnayake,53,46-60,Female,Silver
CUST_490,Dilani Jayawardena,44,35-45,Female,Silver
CUST_491,Rohan Wickramasinghe,55,46-60,Male,Gold
CUST_492,Sanduni Ratnayake,24,18-25,Female,Bronze
CUST_493,Sanduni Wickramasinghe,22,18-25,Female,Bronze
CUST_494,Pathum Jayawardena,60,46-60,Male,Silver
CUST_495,Sanduni Silva,48,46-60,Female,Gold
CUST_496,Nilanthi Wickramasinghe,40,35-45,Female,Gold
CUST_497,Nilanthi Fernando,59,46-60,Female,Silver
CUST_498,Pathum Jayawardena,27,26-34,Male,Gold
CUST_499,Ishani Fernando,49,46-60,Female,Platinum
CUST_500,Nimal Ratnayake,60,46-60,Male,Silver
